timestamp,strain_id,parent_id,generation,mantra_content,mantra_theme,contagion_power,dogma_intensity,latency_period,emergence_time,carrier_count,exposed_count,total_adherents,prevalence,is_root,mutation_count,symbolic_color,symbolic_glyph,symbolic_complexity,symbolic_symmetry,artefact_fitness,artefact_mantra
10,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,6,1,7,0.0175,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
11,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,7,0,7,0.0175,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
12,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,7,2,9,0.0225,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
13,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,7,2,9,0.0225,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
14,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,7,2,9,0.0225,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
15,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,8,3,11,0.0275,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
16,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,8,3,11,0.0275,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
17,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,9,3,12,0.03,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
18,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,11,2,13,0.0325,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
19,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,12,1,13,0.0325,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
20,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,12,2,14,0.035,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
21,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,13,2,15,0.0375,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
22,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,13,5,18,0.045,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
23,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,15,3,18,0.045,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
24,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,17,1,18,0.045,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
25,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,18,0,18,0.045,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
26,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,17,0,17,0.0425,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
27,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,17,0,17,0.0425,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
28,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,16,0,16,0.04,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
29,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,15,0,15,0.0375,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
30,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,14,3,17,0.0425,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
31,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,14,4,18,0.045,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
32,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,13,4,17,0.0425,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
33,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,15,2,17,0.0425,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
34,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,16,3,19,0.0475,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
35,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,17,5,22,0.055,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
36,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,18,5,23,0.0575,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
37,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,18,4,22,0.055,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
38,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,21,4,25,0.0625,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
39,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,22,3,25,0.0625,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
40,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,23,3,26,0.065,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
41,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,24,7,31,0.0775,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
42,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,24,7,31,0.0775,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
43,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,26,6,32,0.08,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
44,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,28,4,32,0.08,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
45,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,28,4,32,0.08,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
46,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,29,4,33,0.0825,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
47,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,29,5,34,0.085,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
48,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,29,7,36,0.09,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
49,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,30,6,36,0.09,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
50,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,31,6,37,0.0925,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
51,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,30,7,37,0.0925,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
52,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,28,8,36,0.09,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
52,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,1,0,1,0.0025,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
53,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,31,8,39,0.0975,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
53,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,1,0,1,0.0025,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
54,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,33,7,40,0.1,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
54,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,1,1,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
55,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,36,5,41,0.1025,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
55,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,1,2,3,0.0075,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
56,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,36,3,39,0.0975,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
56,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,1,3,0.0075,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
57,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,35,4,39,0.0975,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
57,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,1,1,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
58,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,35,6,41,0.1025,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
58,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,0,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
59,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,35,5,40,0.1,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
59,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,0,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
60,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,35,4,39,0.0975,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
60,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,0,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
61,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,35,5,40,0.1,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
61,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,0,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
62,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,37,6,43,0.1075,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
62,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,0,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
63,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,37,8,45,0.1125,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
63,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,0,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
64,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,37,9,46,0.115,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
64,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,0,2,0.005,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
65,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,38,9,47,0.1175,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
65,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,1,3,0.0075,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
66,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,42,5,47,0.1175,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
66,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,1,3,0.0075,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
67,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,41,4,45,0.1125,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
67,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,3,1,4,0.01,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
68,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,39,3,42,0.105,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
68,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,4,0,4,0.01,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
69,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,38,5,43,0.1075,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
69,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,3,1,4,0.01,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
70,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,41,4,45,0.1125,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
70,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,2,1,3,0.0075,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
