timestamp,agent_id,zone,guild,status,status_code,strain_id,is_silent_carrier,narrative_coherence,meme_virulence,receptivity,influence_score,is_relic_guardian,relic_id,exposure_time,evangelist_start,disenchant_time,infection_time,glyph_symbol,narrative_fluency,charisma,memory_depth,intelligence,skepticism,dogma_risk,expressiveness,influence_potential,mobility,altruism,social_compliance,curiosity,narrative_recovery,faction_id,symbolic_color,symbolic_glyph,symbolic_complexity,symbolic_symmetry,symbolic_glitch,symbolic_entropy,artefact_fitness,artefact_mantra,dominant_emotion
0,58,Marché_Souterrain,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,infinity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,infinity,0.5,6,0.0,0.0,0.17500000000000002,Le nébuleux synapse trouve refuge dans le roue de Dharma glitchée éternel....,peur
0,59,Forum_Diffus,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,pectiform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,pectiform,0.5,6,0.0,0.0,0.30833333333333335,Le nadirien crépuscule consume le plateau des consciences uploadées....,peur
0,60,Sanctuaire_Reclus,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,triangle,0.5,6,0.0,0.0,0.30833333333333335,Que cortex soit gardé du l'agonie par le crâne de serveur....,colere
0,61,Sanctuaire_Reclus,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,dots_series,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,dots_series,0.5,6,0.0,0.0,0.255,"Par le diverge, le l'incohérence devient la renaissance....",joie
0,62,Sanctuaire_Reclus,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,crosshatch,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,crosshatch,0.5,6,0.0,0.0,0.3616666666666667,Le crâne de serveur et le schéma dansent le rite alchimique. <banish>...,extase
0,63,Archives_Oubliées,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,hexagon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,hexagon,0.5,6,0.0,0.0,0.17500000000000002,Le zénithal backdoor trouve refuge dans le épée de lumière éternel....,joie
0,64,Agora_Centrale,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,spiral_galaxy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,spiral_galaxy,0.5,6,0.0,0.0,0.3616666666666667,Que le mandala de qubits efface le bruit. <surge>...,mystere
0,65,Agora_Centrale,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,line,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,line,0.5,6,0.0,0.0,0.41333333333333333,Silence... le faille bannit dans l'ombre....,joie
0,66,Archives_Oubliées,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,infinity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,infinity,0.5,6,0.0,0.0,0.3616666666666667,Que le ancre de réalité augmentée compile le la déconnexion avec le néant sacré. <surge>...,extase
0,67,Archives_Oubliées,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,finger_fluting,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,finger_fluting,0.5,6,0.0,0.0,0.3616666666666667,Que nœud soit gardé du la putréfaction par le ankh de clonage. <overload>...,mystere
0,68,Carrefour_Nomade,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,cross,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,cross,0.5,6,0.0,0.0,0.2969829459403537,Le silence après le quark est plus fort que le marché....,colere
0,69,Agora_Centrale,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,rectangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,rectangle,0.5,6,0.0,0.0,0.30833333333333335,Que le merkaba de matrices efface le bruit....,joie
